统计日期,数据源,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,国家,赛事层级,盘口,水位分层,倾向意图,阻诱目标侧,理论资金主队占比,理论资金客队占比,实际资金主队占比,实际资金客队占比,资金偏离主队,资金偏离客队,资金过热侧,过热阈值,理论占比依据,实际资金流向,目标侧水位甜头,意图成败,资金流修正方向,资金流修正球队,资金流来源,资金流时间戳,动作,选择方向,投注盘向,投注球队,选中水位,综合胜率,盈亏平衡胜率,通过阈值,同档样本,同档选中胜率,风控状态,仓位系数,下注金额,已结算,结算标签,实际盈亏Unit,实际盈亏金额,赛果,比分来源,即时亚盘,盘口线,上盘方,候选映射方向,反向方向,候选依据,原模拟ID,记录口径
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-26 18:30,2929702,韩K联,FC安养 vs 仁川联队,,日韩系列,韩国,未知分类,半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,FC安养,0.96,0.542,,0.5302040816326531,,,,,,是,红,0.96,,2-1,原页面赛果留底,开 0.9/-0.25/0.98 → 即 0.96/-0.5/0.93,0.5,,,,,20260826-TITAN-2929702-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-26 22:00,2933127,乌兹超,马沙尔 vs 纳曼干新春,,西亚/中亚系列,乌兹别克斯坦,未知分类,球半/两球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,纳曼干新春,0.99,0.528,,0.5225125628140703,,,,,,是,红半,0.495,,0-2,原页面赛果留底,开 0.77/-1.5/0.99 → 即 0.87/-1.75/0.99,-1.75,,,,,20260826-TITAN-2933127-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 00:00,3046955,沙特联,费萨里哈曼 vs 哈萨征服,,西亚/中亚系列,沙特,未知分类,平手/半球,>1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,哈萨征服,1.11,0.52,,0.4939336492890995,,,,,,是,黑半,-0.5,,1-1,原页面赛果留底,开 0.82/0.0/1.0 → 即 0.78/-0.25/1.11,-0.25,,,,,20260826-TITAN-3046955-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 02:00,3046956,沙特联,迪雷禾 vs 拉斯永恒,,西亚/中亚系列,沙特,未知分类,半球/一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,迪雷禾,0.83,0.568,,0.566448087431694,,,,,,是,黑,-1.0,,1-1,原页面赛果留底,开 0.8/0.5/1.02 → 即 0.83/0.75/1.05,-0.75,,,,,20260826-TITAN-3046956-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 02:00,2916460,阿乙,圣胡安圣马丁 vs 新芝加哥,,南美系列,阿根廷,未知分类,平手/半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,圣胡安圣马丁,1,0.584,,0.52,,,,,,是,红,1.0,,1-0,原页面赛果留底,开 1.01/0.75/0.75 → 即 1.0/0.25/0.82,-0.25,,,,,20260826-TITAN-2916460-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 02:45,3062763,英联杯,布拉德福德 vs 伯恩利,,欧洲五大系列,英格兰,杯赛,半球,>1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,伯恩利,1.11,0.5556,,0.4939336492890995,,,,,,是,黑,-1.0,,0-0,原页面赛果留底,开 0.9/-0.25/0.92 → 即 0.78/-0.5/1.11,-0.5,,,,,20260826-TITAN-3062763-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 02:45,3062771,英联杯,纽卡斯尔联 vs 西布罗姆维奇,,欧洲五大系列,英格兰,杯赛,球半/两球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,纽卡斯尔联,1.08,0.5556,,0.5007692307692307,,,,,,是,黑,-1.0,,3-2,原页面赛果留底,开 0.82/1.25/1.0 → 即 1.08/1.75/0.8,-1.75,,,,,20260826-TITAN-3062771-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 03:30,3006376,委内杯,祖利亚诺 vs 乌勒纳,,南美系列,未识别,杯赛,半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,祖利亚诺,0.83,0.569,,0.566448087431694,,,,,,是,红,0.83,,3-0,原页面赛果留底,开 0.78/0.5/0.92 → 即 0.83/0.5/0.87,-0.5,,,,,20260826-TITAN-3006376-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 03:30,3006389,委内杯,麦尼拉斯 vs 波多港,,南美系列,未识别,杯赛,半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,麦尼拉斯,0.83,0.569,,0.566448087431694,,,,,,是,红,0.83,,6-0,原页面赛果留底,开 0.87/0.25/0.83 → 即 0.83/0.5/0.87,-0.5,,,,,20260826-TITAN-3006389-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 04:00,3006364,委内杯,阿拉瓜 vs 亚拉库雅诺斯,,南美系列,未识别,杯赛,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,阿拉瓜,0.93,0.547,,0.5381347150259067,,,,,,是,黑,-1.0,,1-2,原页面赛果留底,开 0.91/0.25/0.79 → 即 0.93/0.25/0.77,-0.25,,,,,20260826-TITAN-3006364-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 05:00,3011820,哥伦甲秋,茨高 vs 福塔雷绍查,,南美系列,哥伦比亚,未知分类,平手/半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,福塔雷绍查,1.09,0.513,,0.4984688995215312,,,,,,是,黑半,-0.5,,0-0,原页面赛果留底,开 0.86/0.0/0.96 → 即 0.8/-0.25/1.09,-0.25,,,,,20260826-TITAN-3011820-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 07:15,3071631,乌拉杯,佩纳罗尔 vs 图尔克,,南美系列,乌拉圭,杯赛,平手/半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,佩纳罗尔,0.84,0.569,,0.5634782608695653,,,,,,否,待结算,,,0-0,原页面赛果留底,开 0.78/0.25/0.92 → 即 0.84/0.25/0.86,-0.25,,,,,20260826-TITAN-3071631-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 08:30,3049627,南美杯,河床 vs 圣塔菲,,南美系列,美国,杯赛,球半,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,河床,0.84,0.569,,0.5634782608695653,,,,,,是,黑,-1.0,,1-1,原页面赛果留底,开 0.81/1.0/1.01 → 即 0.84/1.5/1.04,-1.5,,,,,20260826-TITAN-3049627-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 08:30,3062794,巴西杯,瓦斯科达伽马 vs 维多利亚,,南美系列,巴西,杯赛,半球/一球,1.01-1.10,阻下/下盘保护,,,,,,,,,,,,,,,,,,正向,,下盘,维多利亚,1.03,0.578,,0.5126108374384236,,,,,,是,黑半,-0.5,,1-0,原页面赛果留底,开 0.91/0.75/0.91 → 即 0.85/0.75/1.03,0.75,,,,,20260826-TITAN-3062794-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 08:30,3069168,智利杯,科洛科洛 vs 西班牙联合,,南美系列,智利,杯赛,球半/两球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,科洛科洛,0.93,0.539,,0.5381347150259067,,,,,,是,红,0.93,,3-0,原页面赛果留底,开 0.93/1.25/0.89 → 即 0.93/1.75/0.95,-1.75,,,,,20260826-TITAN-3069168-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 08:30,2916523,阿乙,北索尔塔中央 vs 玛伦,,南美系列,阿根廷,未知分类,平手/半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,北索尔塔中央,0.98,0.539,,0.5250505050505051,,,,,,是,黑半,-0.5,,0-0,原页面赛果留底,开 0.8/0.0/0.96 → 即 0.98/0.25/0.84,-0.25,,,,,20260826-TITAN-2916523-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 09:30,3011818,哥伦甲秋,国民竞技 vs 卡利体育会,,南美系列,哥伦比亚,未知分类,一球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,国民竞技,0.96,0.539,,0.5302040816326531,,,,,,是,走水,0.0,,2-1,原页面赛果留底,开 0.78/0.75/1.04 → 即 0.96/1.0/0.93,-1.0,,,,,20260826-TITAN-3011818-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-26,2026-8-27 09:30,2942580,美冠联,新墨西哥联 vs 列克星敦,,北美系列,美国,未知分类,平手/半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,新墨西哥联,1.09,0.515,,0.4984688995215312,,,,,,是,红,1.09,,2-1,原页面赛果留底,开 0.98/0.0/0.84 → 即 1.09/0.25/0.79,-0.25,,,,,20260826-TITAN-2942580-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-27 10:55,3064425,中北美杯,墨西哥美洲 vs 哥伦布机员,,其他系列,中国,杯赛,平手/半球,>1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,墨西哥美洲,7.69,0.573,,0.1350747986191024,,,,,,是,红,7.69,,2-0,原页面赛果留底,开 0.94/0.75/0.88 → 即 7.69/0.25/0.01,-0.25,,,,,20260827-TITAN-3064425-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-27 19:00,2965019,哈萨克甲,叶利迈塞米B队 vs 沙克特,,西亚/中亚系列,哈萨克斯坦,未知分类,平手/半球,>1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,沙克特,2.7,0.591,,0.29027027027027025,,,,,,是,红,2.7,,0-3,原页面赛果留底,开 0.84/-2.25/0.86 → 即 0.07/-0.25/2.7,-0.25,,,,,20260827-TITAN-2965019-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-27 20:00,2965015,哈萨克甲,卡拉特B队 vs FK阿雷斯,,西亚/中亚系列,哈萨克斯坦,未知分类,一球,0.71-0.80,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,卡拉特B队,0.77,0.591,,0.5849717514124294,,,,,,否,待结算,,,1-0,原页面赛果留底,开 0.77/2.25/0.93 → 即 0.77/1.0/0.93,-1.0,,,,,20260827-TITAN-2965015-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-27 20:30,2971071,乌兹甲,努库斯咸海 vs 卡塔库尔甘,,西亚/中亚系列,乌兹别克斯坦,未知分类,半球,0.71-0.80,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,努库斯咸海,0.8,0.591,,0.5755555555555556,,,,,,否,待结算,,,0-0,原页面赛果留底,开 0.79/1.0/0.91 → 即 0.8/0.5/1.02,-0.5,,,,,20260827-TITAN-2971071-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-27 21:30,2971072,乌兹甲,布哈拉大学 vs 比克波德,,西亚/中亚系列,乌兹别克斯坦,未知分类,一球/球半,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,比克波德,0.83,0.591,,0.566448087431694,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.76/-1.5/0.94 → 即 0.99/-1.25/0.83,-1.25,,,,,20260827-TITAN-2971072-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-28 02:30,3062766,英联杯,切尔西 vs 卢顿,,欧洲五大系列,英格兰,杯赛,两球/两球半,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,切尔西,0.99,0.5455,,0.5225125628140703,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.79/1.75/1.03 → 即 0.99/2.25/0.89,-2.25,,,,,20260827-TITAN-3062766-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-28 04:00,3069280,秘鲁联杯,AD塔尔玛 vs UCV莫克瓜,,南美系列,秘鲁,杯赛,一球/球半,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,AD塔尔玛,1.07,0.513,,0.5030917874396135,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.04/1.0/0.78 → 即 1.07/1.25/0.75,-1.25,,,,,20260827-TITAN-3069280-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-28 06:00,2999688,阿根廷杯,拉普拉塔大学生 vs 巴拉卡斯中央队,,南美系列,阿根廷,杯赛,半球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,拉普拉塔大学生,1.09,0.584,,0.4984688995215312,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.97/0.75/0.91 → 即 1.09/0.5/0.8,-0.5,,,,,20260827-TITAN-2999688-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-27,2026-8-28 08:30,3059119,玻利甲,玻利瓦尔 vs 学术DB,,南美系列,玻利维亚,未知分类,两球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,玻利瓦尔,1.02,0.584,,0.5150495049504951,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.8/2.5/0.9 → 即 1.02/2.0/0.74,-2.0,,,,,20260827-TITAN-3059119-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-28 18:30,2925519,韩K2联,全南天龙 vs 天安城,,日韩系列,韩国,未知分类,平手,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,全南天龙,0.81,0.579,,0.5724861878453039,,,,,,是,红,0.81,,1-0,原页面赛果留底,开 1.03/0.25/0.79 → 即 0.81/0.0/1.01,-0.0,,,,,20260828-TITAN-2925519-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-28 21:00,2965018,哈萨克甲,塔拉兹 vs 杜保尔B队,,西亚/中亚系列,哈萨克斯坦,未知分类,半球/一球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,塔拉兹,0.81,0.591,,0.5724861878453039,,,,,,否,待结算,,,2-0,原页面赛果留底,开 0.87/1.5/0.83 → 即 0.81/0.75/0.89,-0.75,,,,,20260828-TITAN-2965018-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-28 22:00,2971073,乌兹甲,FK加扎尔肯特 vs 费尔干纳大学,,西亚/中亚系列,乌兹别克斯坦,未知分类,平手/半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,FK加扎尔肯特,0.95,0.591,,0.5328205128205129,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.89/0.5/0.81 → 即 0.95/0.25/0.81,-0.25,,,,,20260828-TITAN-2971073-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-28 23:05,3032906,阿联酋甲,阿联酋伊蒂法格 vs 奥鲁巴,,西亚/中亚系列,阿联酋,未知分类,半球,>1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,奥鲁巴,1.12,0.591,,0.49169811320754714,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.92/-0.75/0.78 → 即 0.59/-0.5/1.12,-0.5,,,,,20260828-TITAN-3032906-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-29 00:30,3037788,卡塔尔联,卡塔尔体育 vs 萨德,,西亚/中亚系列,卡塔尔,未知分类,一球/球半,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,萨德,1,0.534,,0.52,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.95/-1.25/0.87 → 即 0.82/-1.25/1.0,-1.25,,,,,20260828-TITAN-3037788-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-29 02:00,3046960,沙特联,利雅得胜利 vs 布赖代合作,,西亚/中亚系列,沙特,未知分类,球半/两球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,利雅得胜利,0.99,0.528,,0.5225125628140703,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/1.5/0.92 → 即 0.99/1.75/0.89,-1.75,,,,,20260828-TITAN-3046960-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-28,2026-8-29 06:00,2962607,阿甲,圣塔菲联 vs 萨尔米安杜,,南美系列,阿根廷,未知分类,半球,1.01-1.10,阻下/下盘保护,,,,,,,,,,,,,,,,,,正向,,下盘,萨尔米安杜,1.03,0.578,,0.5126108374384236,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.82/0.5/1.06 → 即 0.86/0.5/1.03,0.5,,,,,20260828-TITAN-2962607-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 13:00,2920952,澳维超,乔治十字 vs 南墨尔本,,其他系列,澳大利亚,未知分类,半球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,南墨尔本,1.05,0.573,,0.5078048780487805,,,,,,是,黑,-1.0,,1-0,原页面赛果留底,开 0.9/-0.75/0.92 → 即 0.84/-0.5/1.05,-0.5,,,,,20260829-TITAN-2920952-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 13:00,2920957,澳维超,圣奥尔本斯圣特斯 vs 丹德农迅雷,,其他系列,澳大利亚,未知分类,球半/两球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,圣奥尔本斯圣特斯,0.81,0.575,,0.5724861878453039,,,,,,是,红,0.81,,6-0,原页面赛果留底,开 0.97/1.5/0.85 → 即 0.81/1.75/1.01,-1.75,,,,,20260829-TITAN-2920957-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 13:00,2920955,澳维超,欧克莱卡诺 vs 丹德农市,,其他系列,澳大利亚,未知分类,一球/球半,>1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,欧克莱卡诺,1.12,0.514,,0.49169811320754714,,,,,,是,黑,-1.0,,2-3,原页面赛果留底,开 0.85/1.0/0.97 → 即 1.12/1.25/0.78,-1.25,,,,,20260829-TITAN-2920955-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 13:00,2920951,澳维超,艾云达尔 vs 休城,,其他系列,澳大利亚,未知分类,平手/半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,艾云达尔,0.91,0.573,,0.5435602094240838,,,,,,是,红,0.91,,2-0,原页面赛果留底,开 0.81/0.5/1.01 → 即 0.91/0.25/0.98,-0.25,,,,,20260829-TITAN-2920951-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 13:00,2920953,澳维超,黑德堡 vs 班特列,,其他系列,澳大利亚,未知分类,球半,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,黑德堡,0.85,0.575,,0.5605405405405405,,,,,,是,红,0.85,,2-0,原页面赛果留底,开 0.85/1.25/0.97 → 即 0.85/1.5/0.97,-1.5,,,,,20260829-TITAN-2920953-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 17:00,3000044,日职乙,磐城FC vs 新泻天鹅,,日韩系列,日本,未知分类,平手,>1.10,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,平手/待核,新泻天鹅,1.11,0.562,,0.4939336492890995,,,,,,是,红,1.11,,2-3,原页面赛果留底,开 0.8/0.0/1.02 → 即 0.79/0.0/1.11,0.0,,,,,20260829-TITAN-3000044-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 17:00,3000426,日职联,水户蜀葵 vs 町田泽维亚,,日韩系列,日本,未知分类,半球,1.01-1.10,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,水户蜀葵,1.06,0.562,,0.5054368932038835,,,,,,是,红,1.06,,1-1,原页面赛果留底,开 0.84/-0.5/1.04 → 即 1.06/-0.5/0.83,0.5,,,,,20260829-TITAN-3000426-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 17:30,3000432,日职联,长崎成功丸 vs FC东京,,日韩系列,日本,未知分类,半球/一球,>1.10,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,长崎成功丸,1.12,0.562,,0.49169811320754714,,,,,,是,黑,-1.0,,0-3,原页面赛果留底,开 0.85/-0.75/1.03 → 即 1.12/-0.75/0.78,0.75,,,,,20260829-TITAN-3000432-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 18:00,3000043,日职乙,今治 vs 山形山神,,日韩系列,日本,未知分类,平手,1.01-1.10,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,平手/待核,山形山神,1.07,0.562,,0.5030917874396135,,,,,,是,红,1.07,,0-3,原页面赛果留底,开 0.78/0.0/1.04 → 即 0.82/0.0/1.07,0.0,,,,,20260829-TITAN-3000043-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 18:00,3000048,日职乙,德岛漩涡 vs 大分三神,,日韩系列,日本,未知分类,平手/半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,德岛漩涡,0.81,0.579,,0.5724861878453039,,,,,,是,红,0.81,,1-0,原页面赛果留底,开 0.97/0.5/0.85 → 即 0.81/0.25/1.08,-0.25,,,,,20260829-TITAN-3000048-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-29,2026-8-29 18:00,3000430,日职联,东京绿茵 vs 鹿岛鹿角,,日韩系列,日本,未知分类,半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,鹿岛鹿角,0.92,0.579,,0.5408333333333334,,,,,,是,红,0.92,,0-2,原页面赛果留底,开 0.83/-0.75/1.05 → 即 0.95/-0.5/0.92,-0.5,,,,,20260829-TITAN-3000430-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
